name	university	text	link
Dance, BA	University of Illinois at Urbana-Champaign	The BA curriculum in dance is designed to provide an integrated and individualized approach to undergraduate studies of dance. The degree is designed for students who want to explore interdisciplinary approaches to art-making, and/or simultaneously pursue a minor or major in another discipline. Students will study three core areas in Dance: Technique, Creative Process, and Dance Academics. Students will identify at least one other key area of interest such as Theater, Music, Anthropology, Business, Art & Design, Environment, Film, Gender Studies, Cultural Studies, etc., and will choose a Major, Minor or Focused Electives in this area of study under consultation with an advisor. Under the mentorship of a faculty member, students will create a BA Capstone Project in their senior year as a synthesis of the studies within dance and another area of study.	http://catalog.illinois.edu/undergraduate/faa/dance-ba/
Russian, East European, & Eurasian Studies, BALAS	University of Illinois at Urbana-Champaign	The Russian, East European, and Eurasian Center offers an interdisciplinary major and minor in Russian, East European, and Eurasian Studies (REEES). These programs involve students in the study of an important and complex world area in a manner that draws together the approaches of different disciplines, while at the same time building knowledge in a single discipline. A student will construct an individual program of study, depending on the student's interests and career goals, in consultation with the undergraduate advisor of the Center.	http://catalog.illinois.edu/undergraduate/las/russian-east-european-eurasian-studies-balas/
Recreation, Sport & Tourism, BS	University of Illinois at Urbana-Champaign	The Department of Recreation, Sport and Tourism (RST) originated at the University of Illinois in 1940. Today, this program continues to rank nationally among the top three in the field, and takes pride in producing a large number of exceptional professionals. The Department of Recreation, Sport and Tourism offers a bachelor of science degree with three areas of concentration: recreation management, sport management, and tourism management. The curriculum prepares students to design, manage, and deliver RST services to a variety of populations in diverse settings and provides a firm foundation from which students may pursue graduate studies. A broad general education is emphasized and complemented with a core of professional courses. Beyond a strong core integrating theory, management, and research, the program allows students to focus on a major market segment within the RST field by choosing an area of concentration. A total of 128 hours is needed for graduation. For further information, contact the Department of Recreation, Sport and Tourism,  219 Huff Hall, 1206 S. Fourth Street, Champaign, IL 61820, (217) 333-4410.	http://catalog.illinois.edu/undergraduate/ahs/recreation-sport-tourism-bs/
Psychology, BSLAS	University of Illinois at Urbana-Champaign	The Psychology major is a broad-based curriculum within a research-focused department. The program is designed both for students interested in a liberal arts education with psychology as a focal area and for students who plan to attend graduate or professional school either in psychology or in a different field such as medicine, law, social work, business administration, counseling, labor relations and many others.	http://catalog.illinois.edu/undergraduate/las/psychology-bslas/
Plant Biotechnology, BS	University of Illinois at Urbana-Champaign	With a degree in Plant Biotechnology you can help feed billions sustainably, improve our planet’s health, and make a direct impact on agriculture and the world. Advance plant breeding and plant improvement by learning critical skills in molecular biology, genetics, and genomics.	http://catalog.illinois.edu/undergraduate/aces/plant-biotechnology-bs/
Photography, BFA	University of Illinois at Urbana-Champaign	The curriculum in photography requires 122 credit hours; its purpose is to encourage the study of photographic media for personal expression, to explore the social implications of pictures, and to develop the skills needed for careers in photography. General art requirements and electives provide a broad foundation in the visual arts, and photography courses provide a strong background in the history, theory, and practice of photography as art.	http://catalog.illinois.edu/undergraduate/faa/photography-bfa/
Philosophy, BALAS	University of Illinois at Urbana-Champaign	Philosophy is the oldest, broadest, and most fundamental form of inquiry. Some philosophical questions have to do with the understanding of ourselves and whatever else there may be. Others focus upon the nature of different forms of knowledge and experience, and upon ethical issues and problems of value. The study of philosophy is one of the most important elements in a good liberal education. It also improves one's ability to think clearly, and to construct, analyze, and criticize arguments of any kind. The major and minor are sponsored by the Department of Philosophy. 	http://catalog.illinois.edu/undergraduate/las/philosophy-balas/
Operations Management, BS	University of Illinois at Urbana-Champaign	The Operations Management (OM) Major prepares students for careers in manufacturing and service management, operations strategy consulting, purchasing and supply management, project management, and quality management. OM professionals work with most other units in any organization, more so with engineering, human resource management, information systems, and marketing. The OM curriculum focuses on analytical decision-making, logistics, new product development, operations strategy, process improvement, project management, quality control, and supply chain management. Students are trained in ways of developing, making, and delivering goods and services efficiently and effectively – generating value by satisfying ever-changing customer needs while improving profitability.	http://catalog.illinois.edu/undergraduate/bus/operations-management-bs/
Nuclear, Plasma, & Radiological Engineering, BS	University of Illinois at Urbana-Champaign	Nuclear, plasma, and radiological engineering is a branch of engineering that is concerned with the development and use of nuclear energy and radiation sources for a wide variety of applications in energy production, in materials processing and science, and for biomedical and industrial uses. Areas of interest include the continued safe and reliable application of fission reactors as central electric power plant thermal sources; plasma processing applications and the longer term development of fusion reactors for electric power generation; and the use of radiation sources in such areas as materials, biological systems, medical treatment, radiation instrumentation, environmental systems, and activation analysis.	http://catalog.illinois.edu/undergraduate/engineering/nuclear-plasma-radiological-engineering-bs/
Natural Resources & Environmental Sciences, BS	University of Illinois at Urbana-Champaign	Designed for students interested in careers leading the conservation, protection, and management of natural and environmental resources or in pursuing advanced education in one of its many disciplinary areas, the NRES baccalaureate provides a science-based, application-oriented education. The NRES major is unique in its integration of a comprehensive physical, life, and social sciences background with coursework providing the management, decision-making, and analytical knowledge and skills required to solve the world’s most pressing problems.	http://catalog.illinois.edu/undergraduate/aces/natural-resources-environmental-sciences-bs/
Voice, BMUS	University of Illinois at Urbana-Champaign	The Voice Performance degree is designed to develop skilled performers in all areas of vocal techniques. Voice majors learn the appropriate stylistic approaches to the vocal literature of various historical periods and also study Italian, French, and German in order to better master the diction of works performed in these languages. There are opportunities to perform onstage throughout the degree program either in solo performance or in group productions with our Lyric Theatre program.  	http://catalog.illinois.edu/undergraduate/faa/voice-bmus/
Music-Open Studies, BMUS	University of Illinois at Urbana-Champaign	The Open Studies major allows students to focus on diverse fields such as music of other cultures, piano pedagogy, music technology, sound engineering, theatre, social or behavioral science, or any other areas of particular interest. Open Studies requires completion of the common requirements for all BMUS degrees and a minimum of 130 semester hours of credit for graduation.	http://catalog.illinois.edu/undergraduate/faa/music-open-studies-bmus/
Musicology, BMUS	University of Illinois at Urbana-Champaign	This major offers a broad cultural education that unites academic and musical training. It also provides preparation for the graduate study required for research and teaching in musicology or ethnomusicology.	http://catalog.illinois.edu/undergraduate/faa/musicology-bmus/
Jazz Performance, BMUS	University of Illinois at Urbana-Champaign	Students majoring in jazz performance may do so with piano, double bass, saxophone/clarinet, trumpet, trombone, percussion, guitar, strings, or voice as the major instrument.	http://catalog.illinois.edu/undergraduate/faa/jazz-performance-bmus/
Instrumental Music, BMUS	University of Illinois at Urbana-Champaign	Students may major in piano, organ, harpsichord, guitar, violin, viola, cello, double bass, harp, electric violin, electric viola, flute, oboe, bassoon, clarinet, saxophone, trumpet, horn, euphonium, trombone, tuba, or percussion.	http://catalog.illinois.edu/undergraduate/faa/instrumental-music-bmus/
Computer Science + Music, BS	University of Illinois at Urbana-Champaign	The Bachelor of Science in Computer Science & Music (CS + Music) is designed for students who plan to pursue a career in music technology, as well as students who want to push the state-of-the-art in music composition and explore new avenues of expression. This degree will prepare students for advanced study at the graduate level for many existing programs in music and audio technology, as well as equip them with the proper skills to successfully join and lead a vibrant workforce centered around the creation and distribution of entertainment media through constantly evolving technological platforms.	http://catalog.illinois.edu/undergraduate/eng_faa/computer-science-music-bs/
Music, BA	University of Illinois at Urbana-Champaign	The Bachelor of Arts with a Major in Music is a 120-hour degree that is designed for students who wish to pursue a music degree with curricular flexibility to complete coursework in secondary and complementary areas of study. The BA in Music requires students to select a specific area of study, called an "option." An option consists of advanced music courses and supporting (non-Music) coursework.  The coursework is determined in consultation with the student's advisor.  Current options include music technology, music theory, composition, and various branches of musicology; or students may work with an advisor to explore alternate options not listed here (music + "your choice").	http://catalog.illinois.edu/undergraduate/faa/music-ba/
Music Composition, BMUS	University of Illinois at Urbana-Champaign	In this major, emphasis may be placed on music composition or on the theory of music. Necessary course adjustments require approval of the composition-theory division.	http://catalog.illinois.edu/undergraduate/faa/music-composition-bmus/
Molecular & Cellular Biology, BSLAS	University of Illinois at Urbana-Champaign	The Molecular and Cellular Biology major provides students with a solid preparation in molecular biology, molecular genetics, microbiology, cellular biology, biochemistry, physiology, and structural biology. Students will also acquire a strong background in chemistry, math and physical sciences. After completion of the core curriculum in MCB, students may complete the required advanced course work by taking a variety of MCB courses or by selecting a more focused group of courses in any of the following areas: biochemistry, cells and tissues, developmental biology, infection and immunity, microbiology, genetics, neurobiology and physiology.	http://catalog.illinois.edu/undergraduate/las/molecular-cellular-biology-bslas/
Metropolitan Food & Environmental Systems, BS	University of Illinois at Urbana-Champaign	The Metropolitan Food & Environmental Systems (MFST) program uses an interdisciplinary approach to understanding and implementing solutions in the area of urban food and environmental systems to ensure the sustainability of readily available nutritious foods for metropolitan populations. The students in this major will learn to understand the science and practice of food production and security across urban environmental, economic, social, and health contexts, while maintaining environmental sustainability. Students in this program will be prepared for jobs in impact areas related to food systems, such as government, non-governmental organizations, institutional food buyers, investment firms, financial and insurance companies, industry, retail, and food service. Alternatively, students may choose to pursue post-baccalaureate education, including law school and graduate school in food systems or in specific areas of the food system. Because the MFST curricula includes required training in STEM education, critical thinking, scientific literacy, communication and leadership, students will obtain the skills necessary to traverse an ever-changing job market and have the freedom to choose from many career-life options.	http://catalog.illinois.edu/undergraduate/aces/metropolitan-food-environmental-systems-bs/
Media & Cinema Studies, BS	University of Illinois at Urbana-Champaign	MEDIA AND CINEMA STUDIES (MACS), prepares students with dynamic skills for careers in media, information, creative, and visual industries, as well as informed interaction with everyday media technologies.  Majors have the opportunity to participate in original research, mixed media production, internships, study abroad, and public engagement through a transformative learning environment. 	http://catalog.illinois.edu/undergraduate/media/media-cinema-studies-bs/
Mechanical Engineering, BS	University of Illinois at Urbana-Champaign	The Mechanical Engineering program at Illinois (accredited by the Engineering Accreditation Commission of ABET, www.abet.org) is one of the most diverse engineering majors and plays a major role in advancing almost every industry. Students study physical principles behind how forces act on bodies of solids or fluids and the interaction of these bodies with their environments through exchanges of energy. Further, Mechanical Engineering students learn how to apply these basic principles in designing, manufacturing, and controlling machines and complex systems. Examples include systems that apply loads, transport matter and energy, and convert one form of energy to another. Mechanical Engineering is a broad major that is well suited for students interested in how the world around them moves and changes.	http://catalog.illinois.edu/undergraduate/engineering/mechanical-engineering-bs/
Mathematics, BSLAS	University of Illinois at Urbana-Champaign	Mathematics is a broad discipline that contains a range of areas of specialization within it. The required core courses provide fundamental background for mathematics in general. The concentrations allow the student to broaden this background or begin to specialize. Students must complete the core courses and a concentration.	http://catalog.illinois.edu/undergraduate/las/mathematics-bslas/
Materials Science & Engineering, BS	University of Illinois at Urbana-Champaign	Materials science and engineering is the basis for all engineering. Improvements in the quality of life require knowledge of the processing and properties of current materials and the design, development and application of new materials. The Materials Science and Engineering (MatSE) curriculum provides an understanding of the underlying principles of synthesis and processing of materials and of the interrelationships between structure, properties, and processing. Students learn how to create advanced materials and systems required, e.g., for flexible electronic displays and photonics that will change communications technologies, for site specific drug delivery, for self-healing materials, for enabling the transition to a hydrogen-based economy, and for more efficient photovoltaics and nuclear systems for energy production. The curriculum uses concepts from both basic physics and chemistry and provides a detailed knowledge of what makes the materials we use every day behave as they do.	http://catalog.illinois.edu/undergraduate/engineering/materials-science-engineering-bs/
Marketing, BS	University of Illinois at Urbana-Champaign	The Marketing student studies business activities directly related to the process of developing, deciding, and placing meaningful assortments of goods and services in the hands of the consumer.  The Marketing major is concerned with the efficient and effective performance of marketing activities and coordinating with the other operations of the firm	http://catalog.illinois.edu/undergraduate/bus/marketing-bs/
Management, BS	University of Illinois at Urbana-Champaign	The Management Major is designed to enable business students to be leaders and innovators in their work teams and organizations. You’ll be trained to analyze and solve managerial problems – be they around people, organizations, or markets - that every organization faces in its day-to-day operations. You’ll take courses about leading individuals and teams, designing and managing organizations, effective negotiation, and strategic human resource management. You’ll also choose from a variety of electives, including new product development, project management, entrepreneurship, and international business.	http://catalog.illinois.edu/undergraduate/bus/management-business-bs/
Lyric Theatre, BMA	University of Illinois at Urbana-Champaign	The Bachelor of Musical Arts with a major in Lyric Theatre is an interdisciplinary degree designed for the singer-actor, which incorporates training in dance and theatre in addition to music. This degree requires students to choose one of two Concentrations: Performance (performer) or Creative (director, choreographer, dramaturg, set designer, composer).	http://catalog.illinois.edu/undergraduate/faa/lyric-theatre-bma/
Linguistics, BALAS	University of Illinois at Urbana-Champaign	Linguistics courses focus on empirical and theoretical issues connected with how languages are structured, how they are used, and how they change through time. These courses are of interest not only to linguistics majors, but to students in any field where the analysis of languages is important: anthropology, speech and hearing science, psychology, philosophy, computer science, foreign languages, and others.	http://catalog.illinois.edu/undergraduate/las/linguistics-balas/
Learning & Education Studies, BS	University of Illinois at Urbana-Champaign	This curriculum prepares individuals for positions requiring expertise in formal and non-formal learning and educational settings that do NOT require licensure (becoming a licensed teacher).  Students interested in becoming a licensed teacher should consider the licensure program in the majors of Elementary Education, Early Childhood Education, Special Education, or Middle Grades Education.	http://catalog.illinois.edu/undergraduate/education/learning-education-studies-bs/
Latina/Latino Studies, BALAS	University of Illinois at Urbana-Champaign	The Undergraduate Major in Latina/Latino Studies explores the experiences and lives of Latinas/os in the context of the United States. The major provides a broad and deep approach to theory, research, and multidisciplinary study of the Latina/o experience. Students will complete 34 hours of required and elective courses, and a minimum of 18 hours of supporting course work or a minor in an area outside of the major. Students majoring in Latina/Latino Studies receive excellent preparation for graduate study or careers in education, social and welfare policy, counseling, law, public policy, and other fields that address Latino issues.	http://catalog.illinois.edu/undergraduate/las/latina-latino-studies-balas/
Latin American Studies, BALAS	University of Illinois at Urbana-Champaign	A major in Latin American Studies, which is administered by the Center for Latin American and Caribbean Studies, provides an integrated exploration of a major world area. Depending upon the student's interests and career aspirations, individual programs of study are designed in close consultation with the Associate Director of the Center, who also serves as the academic adviser. Consultation revolves around the career goals of the student. 	http://catalog.illinois.edu/undergraduate/las/latin-american-studies-balas/
Kinesiology, BS & Public Health, MPH	University of Illinois at Urbana-Champaign	The Kinesiology curriculum leads to a bachelor of science degree that will prepare students for careers in human movement-related fields and/or advanced professional or graduate study. The undergraduate program provides the student with a broad general education, a departmental core integral to the understanding of the diverse aspects of human movement, and a correlate area of courses specific to the student's area of concentration within Kinesiology.	http://catalog.illinois.edu/undergraduate/ahs/kinesiology-bs-public-health-mph/
Kinesiology, BS	University of Illinois at Urbana-Champaign	The Kinesiology curriculum leads to a bachelor of science degree that will prepare students for careers in human movement-related fields and/or advanced professional or graduate study. The undergraduate program provides the student with a broad general education, a departmental core integral to the understanding of the diverse aspects of human movement, and a correlate area of courses specific to the student's area of concentration within Kinesiology.	http://catalog.illinois.edu/undergraduate/ahs/kinesiology-bs/
Journalism, BS-MJ	University of Illinois at Urbana-Champaign	The Department of Journalism offers the M.J. degree as part of a 4+1 program focused on the development of a broad range of professional skills for undergraduates enrolled in the Bachelor of Science in Journalism program at the University of Illinois at Urbana-Champaign. Students can apply for the B.S./M.J. program in the first semester of their junior year; admitted students select their remaining undergraduate journalism elective courses according to a plan of study that reserves certain upper-division courses for the graduate portion of their program.	http://catalog.illinois.edu/graduate/media/journalism-bs-mj/
Journalism, BS	University of Illinois at Urbana-Champaign	JOURNALISM (JOUR), prepares students for exciting and fulfilling careers in broadcast journalism, news-editorial journalism, and emerging media. The primary professional aim is to train students as public affairs and enterprise journalists. The Journalism Department seeks to prepare broadly educated professionals who will assume decision-making and leadership roles in a variety of media organizations.	http://catalog.illinois.edu/undergraduate/media/journalism-bs/
Italian, BALAS	University of Illinois at Urbana-Champaign	The Department of French and Italian with the European Union Center offers a 5-year BALAS/MA degree program in Italian and the Master of Arts in European Union Studies (MAEUS). In order to be admitted to this degree program, students apply through a joint application process to their BALAS–granting program and the European Union Center during their third year of studies. Requirements for this degree program are identical to those for the stand-alone BALAS and for the stand-alone MAEUS. Students will receive both degrees when the requirements are met for the degrees; the BALAS and MA degrees will be conferred separately and independently. More detailed information may be obtained from department and EUC offices.	http://catalog.illinois.edu/undergraduate/las/italian-balas/
Integrative Biology: Honors Integrative Biology, BSLAS	University of Illinois at Urbana-Champaign	Honors Integrative Biology is designed for superior students wishing to pursue an intensive program in integrative biology and, concurrently, to gain a strong background in the physical sciences and mathematics. Admission is by interview in spring of the freshman year prior to registration for fall. An overall 3.0 GPA is required to apply for admission. Honors Integrative Biology provides preparation suitable for graduate and professional training in biology, as well as for biology careers in the private and public sectors.	http://catalog.illinois.edu/undergraduate/las/integrative-biology-bslas/honors/
Integrative Biology, BSLAS	University of Illinois at Urbana-Champaign	The Integrative Biology major provides students with a solid preparation in genetics, evolution, anatomy, physiology, ecology, and molecular biology. After completion of the foundational 100- and core 200-300-level courses in IB, students complete the required advanced coursework by taking a variety of IB and other courses or focusing on a limited area of IB. Plans for the student's combination of advanced courses are developed in consultation with an adviser.	http://catalog.illinois.edu/undergraduate/las/integrative-biology-bslas/
Instrumental Music, BMUS	University of Illinois at Urbana-Champaign	Students may major in piano, organ, harpsichord, guitar, violin, viola, cello, double bass, harp, electric violin, electric viola, flute, oboe, bassoon, clarinet, saxophone, trumpet, horn, euphonium, trombone, tuba, or percussion.	http://catalog.illinois.edu/undergraduate/faa/instrumental-music-bmus/
Innovation, Leadership & Engineering Entrepreneurship (ILEE), BS	University of Illinois at Urbana-Champaign	The Technology Entrepreneur Center offers studies leading to the Bachelor of Science in Innovation, Leadership and Engineering Entrepreneurship (ILEE). The BS in ILEE degree is intended for Grainger Engineering students to better understand the innovative processes involved in identifying problems and creating, developing, and leading efforts to provide their engineering solutions. The curriculum is based on a sound disciplinary engineering technical core with additional aspects of problem identification and innovation, and complex multidisciplinary engineering project management and leadership.	http://catalog.illinois.edu/undergraduate/engineering/innovation-leadership-engineering-entrepreneurship-bs/
Information Systems, BS	University of Illinois at Urbana-Champaign	Students learn about the design, implementation, and protection of systems and technology to address the information processing needs of an organization, and provide data and information for managerial decision-making. IS majors take both, technology and business courses which equip them with the required skill-set to be able to design, develop and deploy computer and software-based solutions in order to help businesses attain their tactical and strategic objectives.	http://catalog.illinois.edu/undergraduate/bus/information-systems-bs/
Information Sciences, BS	University of Illinois at Urbana-Champaign	The Bachelor of Science in Information Sciences prepares students for a wide range of careers within the knowledge economy.  In today’s technology-centered job market, there is a high demand for information professionals. By earning a B.S. in Information Sciences (BS/IS) from the School of Information Sciences (iSchool), you will gain a competitive edge. Our interdisciplinary, STEM-designated degree will prepare students for careers in a variety of fields. As a BS/IS student, you’ll learn how to manage data and other types of information to help organizations achieve their goals. You will become an information technology expert who understands the human perspective, social context, and policy implications.	http://catalog.illinois.edu/undergraduate/ischool/information-sciences-bs/
Industrial Engineering, BS	University of Illinois at Urbana-Champaign	Industrial engineering is a discipline that encompasses the analysis, development, improvement, implementation, and evaluation of integrated systems and their components, including materials, information, energy, people, money, time, equipment, and associated processes. Industrial engineering draws upon a variety of disciplines, from mathematics to psychology, from communications to computer science, and from production management to process control. Industrial engineers design efficient, productive systems in a wide range of business, industrial, and governmental settings.	http://catalog.illinois.edu/undergraduate/engineering/industrial-engineering-bs/
Industrial Design, BFA	University of Illinois at Urbana-Champaign	The Industrial design program focuses on a human centered approach to identify opportunities to design new products and services. The studio courses emphasize learning through problem-solving, understanding user experience, market demand, materials, and production processes. Students can develop their interest, and engage in creating intuitive, innovative products and services, that are in visual harmony with their environment. Designs that satisfy the consumer desire while being responsive to changes in technology and culture benefit society.	http://catalog.illinois.edu/undergraduate/faa/industrial-design-bfa/
Urban Studies & Planning, BA	University of Illinois at Urbana-Champaign	The Department of Urban and Regional Planning offers a program leading to the degree of Bachelor of Arts in Urban Studies and Planning. The aim of urban planning is to sustain and enhance the quality of life in cities and regions. Therefore, in addition to technical skills, students also acquire a broad liberal education that leads to an understanding of the natural and social environments, their problems, and their potential for enriching human life. The urban planning degree emphasizes skills in analysis, problem solving, and communication within complex urban and social contexts.  As a result, undergraduate planning education leads to diverse professional careers or graduate study in urban planning or related professions, such as law, business, public policy or public administration. Continuation in the program requires the student to maintain a 2.00 grade point average. The degree is professionally accredited by the Planning Accreditation Board.	http://catalog.illinois.edu/undergraduate/faa/urban-studies-planning-ba/
Theatre, BFA	University of Illinois at Urbana-Champaign	The BFA is an intensive undergraduate professional training curriculum with concentrations in Acting, Costume Design and Technology, Lighting Design and Technology, Scenic Design, Scenic Technology, Sound Design and Technology, Stage Management, and Theatre Studies.  The Theatre Studies concentration is intended for students who want to explore the many facets of theatre or plan to pursue advanced training in directing, dramaturgy, playwriting, arts management, social issues theatre, and theatre history and criticism. 	http://catalog.illinois.edu/undergraduate/faa/theatre-bfa/
Systems Engineering & Design, BS	University of Illinois at Urbana-Champaign	Systems Engineering and Design (SED) is a comprehensive, interdisciplinary program emphasizing interactions between parts of a whole.  It brings together basic sciences, engineering analysis, and engineering design. The curriculum offers flexibility through a Secondary Field Option, while providing a broad background in engineering as a whole and decision-making that supports overall design.  Systems Engineers understand how to coordinate interacting parts of a whole and to evaluate engineering within economic and physical constraints.	http://catalog.illinois.edu/undergraduate/engineering/systems-engineering-design-bs/
Sustainable Design, BS	University of Illinois at Urbana-Champaign	The major in Sustainable Design offers an innovative, interdisciplinary course of study in design, with a focus on building sustainable communities through the intentional design of environmentally sensitive products, buildings, neighborhoods, landscapes and cities.	http://catalog.illinois.edu/undergraduate/faa/sustainable-design-bs/
Supply Chain Management, BS	University of Illinois at Urbana-Champaign	The Supply Chain Management student studies the flow of finances, information and materials starting from supply chain planning to the sourcing of raw material, parts and components through the manufacturing or processing sector to the marketing and delivery of end products for industrial customers or individual consumers.  The Supply Chain Management Major is available only to qualified students based upon application and personal interviews.  For more information, contact the Director of the Supply Chain Management Program.	http://catalog.illinois.edu/undergraduate/bus/supply-chain-bs/
Strategic Business Development & Entrepreneurship, BS	University of Illinois at Urbana-Champaign	The Strategic Business Development and Entrepreneurship major examines how business opportunities are identified and exploited for society through existing and new organizations. Students will learn to generate and evaluate ideas, develop those ideas into products and services, assemble resources, mitigate risks, and lead organizations that meet human needs. The degree prepares students to work within existing organizations as well as to create new organizations, both for-profit and not-for-profit.	http://catalog.illinois.edu/undergraduate/bus/strategic-business-development-entrepreneurship-bs/
Studio Art, BASA	University of Illinois at Urbana-Champaign	The Bachelor of Arts in Studio Art (with concentrations) focuses on the study of art, design, and art history in the context of a broader program of general study offered by the diverse research and teaching activities across the University of Illinois, Urbana/Champaign campus. It differs from the Bachelor of Fine Arts in that it offers students rigorous education in studio art while permitting them time to pursue studies in other areas, with a significant part of the educational experience occurring in areas outside the studio. Students choose from courses that will lead to concentrations in Fashion, Painting, Photography, Sculpture, Printmaking, New Media, or (general) Studio Art. These options permit students to experience a broad range of media practices or to focus on media-specific credits. Concentrations will be noted on the student’s degree, indicating a level of expertise in a particular sub-discipline that will be useful in the pursuit of advanced study or in employment opportunities where particular material skills are needed.	http://catalog.illinois.edu/undergraduate/faa/studio-art-basa/
Statistics, BSLAS	University of Illinois at Urbana-Champaign	Statistics is the science of modeling, summarizing, and analyzing data, and of using mathematics and computing tools to make predictions and decisions in the face of uncertainty. Statistical ideas are applicable in any area involving quantitative measurement and in almost every area of scholarly pursuit. The major, administered by the Department of Statistics, is designed to provide students with an understanding of the concepts of statistical inference and a familiarity with the methods of applied statistical analysis. A major in statistics will prepare students for a career in business, industry, or government, and for further graduate study in statistics or in a related area.	http://catalog.illinois.edu/undergraduate/las/statistics-bslas/
Statistics & Computer Science, BSLAS	University of Illinois at Urbana-Champaign	This major is sponsored jointly by the Departments of Statistics and Computer Science. The Statistics and Computer Science major is designed for students who would like a strong foundation in computer science, coupled with significant advanced coursework in statistics.  The major prepares students for professional or graduate work in statistics and computer science, and for applications of computing in which knowledge of statistics is particularly important, such as data mining and machine learning.	http://catalog.illinois.edu/undergraduate/eng_las/statistics-computer-science-bslas/
Social Work, BSW	University of Illinois at Urbana-Champaign	The purpose of undergraduate social work education at the School of Social Work is to provide a comprehensive educational experience for students that is grounded in a liberal arts tradition and prepares graduates for excellence in the areas of social work practice, policy, social engagement and leadership.	http://catalog.illinois.edu/undergraduate/socw/social-work-bsw/
Slavic Studies, BALAS	University of Illinois at Urbana-Champaign	Unlike the major in Russian, East European, and Eurasian Studies, which has a multidisciplinary area studies and current affairs focus, the major in Slavic Studies emphasizes the study of language, literature, and culture in their historical context. Students develop intensive cultural literacy and communication skills through humanities-oriented training, and many go on to careers in writing and editing, media, or work with international cultural foundations and organizations. The major is an excellent preparation for law school, business school, or other graduate study, as well as careers in the N.G.O. world, teaching, or research.	http://catalog.illinois.edu/undergraduate/las/slavic-studies-balas/
Bachelor of Science in Public Policy	Georgia Institute of Technology	The Bachelor of Science in Public Policy (BS PP) provides an education that combines strong analytical skills with understanding of a range of substantive policy issues and the political, social, and cultural forces that shape public policies. The BS PP core courses provide students with the broad political, economic, and philosophical foundations of thought pertinent to public policy, a base of rigorous quantitative and qualitative analytical approaches, and a solid understanding of the political and social dynamics that structure policy debates and policy outcomes.	https://catalog.gatech.edu/programs/public-policy-bs/
Bachelor of Science in Psychology	Georgia Institute of Technology	The curriculum is technically oriented and stresses quantitative and experimental approaches to the study of behavior. The undergraduate curriculum is based on a strong emphasis in the sciences and mathematics and provides an excellent preparation for graduate school in psychology, medical school, law school, and other professional and academic graduate programs. In addition, many students with the BS degree in psychology choose to enter a variety of fields, including computer software design, human resources, marketing, human factors, system design, personnel selection and training, and management.	https://catalog.gatech.edu/programs/psychology-bs/
Bachelor of Science in Physics	Georgia Institute of Technology	The School of Physics offers two undergraduate degrees, the Bachelor of Science in Physics and the Bachelor of Science in Applied Physics. The basis of the Bachelor of Science in Physics degree is the traditional preparation of a student for graduate study in physics.	https://catalog.gatech.edu/programs/physics-bs/
Bachelor of Science in Nuclear and Radiological Engineering	Georgia Institute of Technology	The undergraduate curriculum in nuclear and radiological engineering is structured to meet the needs of both the student who contemplates employment immediately after graduation and the student planning to pursue graduate study. It provides maximum flexibility in the form of options for each student to develop their unique interests and capabilities. The core curriculum covers the basic principles of nuclear engineering, nuclear reactor core design, reactor systems engineering, nuclear power economics, reactor operations, radiation sources and detection instruments, radiation transport, radiation protection, criticality safety, regulatory requirements, and radioactive materials management.	https://catalog.gatech.edu/programs/nuclear-radiological-bs/
Bachelor of Science in Neuroscience	Georgia Institute of Technology	Students majoring in neuroscience will complete a 120 credit-hour curriculum (plus a required 2-credit class in health). They will learn fundamental principles and up-to-date advances in the field of neuroscience.The program will build on a strong foundation of required courses in the physical sciences and mathematics (chemistry, computer science, calculus, statistics and physics) in order to prepare students with the analytical skills needed to address the complexity of problems in neuroscience.The program will emphasize technological methods and innovations that have been critical, as well as ones needed to continue progress in neuroscience.	https://catalog.gatech.edu/programs/neuroscience-bs/
Bachelor of Science in Music Technology	Georgia Institute of Technology	The undergraduate program in the School of Music leads to a Bachelor of Science in Music Technology. In the program, students understand the role of technology in enabling new ways to access, consume, and create music. Students master the fundamentals of musicianship and audio technology and further develop these skills through a series of hands-on learning experiences across a spectrum of creative and technical domains. Students learn to create new music with technology, develop new technologies for making music, and conduct scientific research that expands our knowledge of how both humans and machines engage with music. Student projects span areas such as robotic musicianship, music informatics, brain music, and computational and cognitive musicology.	https://catalog.gatech.edu/programs/music-technology-bs/
Bachelor of Science in Mechanical Engineering	Georgia Institute of Technology	The undergraduate curriculum in mechanical engineering (ME) is very broad and flexible. The curriculum comprises a ME core of fundamental concepts, plus a design/professional-practice stem, plus 15 credit hours of free electives. The program prepares students to be problem solvers and to contribute to a wide range of industries and businesses, or to go on for further study in graduate school. There is a strong emphasis in the ME program on design, creativity, and hands-on learning. Due to the wide range of career choices open to MEs, the program incorporates courses in electronics, materials science, computer programming, and manufacturing. The large number of free elective hours allows students to pursue minors and certificates throughout the Institute, or to specialize in areas within ME. The flexibility also helps students to pursue a variety of special programs including co-op, internships, study abroad, and undergraduate research.	https://catalog.gatech.edu/programs/mechanical-engineering-bs/
